,Adrien,Truffert,D,20/11/2001,,20,4,Francia,Stade Rennais
,Steven,Nzonzi,C,15/12/1988,,33,6,Francia,Stade Rennais
,Eduardo,Camavinga,C,10/11/2002,Adidas,19,35,Francia,Stade Rennais
,Benjamin,Bourigeaud,C,14/01/1994,,27,8,Francia,Stade Rennais
,James,Léa Siliki,C,12/06/1996,,25,4,Francia,Stade Rennais
,Jérémy,Doku,A,27/05/2002,,19,4,Belgio,Stade Rennais
,Serhou,Guirassy,A,12/03/1996,,25,7,Francia,Stade Rennais
,Matz,Sels,P,26/01/1992,,29,4,Belgio,Strasburgo
,Bingourou,Kamara,P,21/10/1996,,25,1,Senegal,Strasburgo
,Mohamed,Simakan,D,03/05/2000,,21,10,Francia,Strasburgo
,Alexander,Djiku,D,09/08/1994,,27,4,Ghana,Strasburgo
,Stefan,Mitrovic,D,22/05/1990,,31,1,Serbia,Strasburgo
,Anthony,Caci,D,01/07/1997,,24,3,Francia,Strasburgo
,Ibrahima,Sissoko,C,27/10/1997,,24,4,Francia,Strasburgo
,Jean-Ricner,Bellegarde,C,27/06/1998,,23,3,Francia,Strasburgo
,Dimitri,Liénard,C,13/01/1988,,33,1,Francia,Strasburgo
,Adrien,Thomasson,C,10/12/1993,,28,4,Francia,Strasburgo
,Habib,Diallo,A,15/06/1995,,26,7,Senegal,Strasburgo
,Ludovic,Ajorque,A,25/02/1994,,27,5,Francia,Strasburgo
