,Ahmed,Kutucu,A,01/03/2000,,21,12,Turco,Schalke 04
,Guido,Burgstaller,A,29/04/1989,,32,12,Austria,Schalke 04
,Koen,Casteels,P,25/06/1992,,29,9,Belgio,Wolfsburg
,Pavao,Pervan,P,13/11/1987,,33,3,Austria,Wolfsburg
,John,Brooks,D,28/01/1993,,28,9,Stati Uniti,Wolfsburg
,Robin,Knoche,D,22/05/1992,,29,8,Germania,Wolfsburg
,Kevin,Mbabu,D,19/04/1995,,26,8,Germania,Wolfsburg
,Jerome,Roussillon,D,06/01/1993,,28,6,Francia,Wolfsburg
,Maximilian,Arnold,C,27/05/1994,Nike,27,11,Germania,Wolfsburg
,Josip,Brekalo,C,23/06/1998,,23,12,Croazia,Wolfsburg
,Josua,Guilavogui,C,19/09/1990,,31,8,Francia,Wolfsburg
,Felix,Klaus,C,13/09/1992,,29,7,Germania,Wolfsburg
,Wout,Weghorst,A,07/08/1992,,29,16,Germania,Wolfsburg
,Santos,Joao,A,27/03/1994,,27,11,Germania,Wolfsburg
