,Rodri,,C,22/06/1996,,25,30,Spagna,Manchester City
,Phil,Foden,C,28/05/2000,Nike,20,30,Inghilterra,Manchester City
,Ilkay,Gündogan,C,24/10/1990,Adidas,31,20,Germania,Manchester City
,Kevin,De Bruyne,C,28/06/1991,Nike,30,60,Belgio,Manchester City
,Raheem,Sterling,A,08/12/1994,Nike,27,55,Inghilterra,Manchester City
,Bernardo,Silva,A,10/08/1994,Nike,27,38,Portogallo,Manchester City
,Sergio,Agüero,A,02/06/1988,Nike,33,18,Argentina,Manchester City
,David,De Gea,P,07/11/1990,Adidas,31,13,Spagna,Manchester United
,Dean,Henderson,P,12/03/1997,Adidas,24,10,Inghilterra,Manchester United
,Harry,Maguire,D,05/03/1993,,28,20,Inghilterra,Manchester United
,Alex,Telles,D,15/12/1992,,29,12,Brasile,Manchester United
,Luke,Shaw,D,12/07/1995,,26,11,Inghilterra,Manchester United
,Aaron,Wan-Bissaka,D,26/11/1997,,24,20,Inghilterra,Manchester United
,Paul,Pogba,C,15/03/1993,Adidas,28,35,Francia,Manchester United
,Donny,Van de Beek,C,18/04/1997,Adidas,24,20,Olanda,Manchester United
,Fred,,C,05/03/1993,,28,12,Brasile,Manchester United
,Bruno,Fernandes,C,08/09/1994,Nike,27,45,Portogallo,Manchester United
,Marcus,Rashford,A,31/10/1997,Nike,24,40,Inghilterra,Manchester United
,Anthony,Martial,A,05/12/1995,Nike,26,28,Francia,Manchester United
,Edinson,Cavani,A,14/02/1987,Nike,34,10,Uruguay,Manchester United
,Hugo,Lloris,P,26/12/1986,,35,6,Inghilterra,Tottenham
,Joe,Hart,P,19/04/1987,,34,1,Inghilterra,Tottenham
,Davinson,Sánchez,D,12/06/1996,,25,20,Colombia,Tottenham
,Toby,Alderweireld,D,02/03/1989,,32,10,Belgio,Tottenham
,Sergio,Reguilón,D,16/12/1996,Adidas,25,15,Spagna,Tottenham
,Serge,Aurier,D,16/12/1996,Adidas,25,15,Costa D'avorio,Tottenham
,Tanguy,Ndombélé,C,28/12/1996,Adidas,25,22,Francia,Tottenham
,Giovani,Lo Celso,C,09/04/1996,Adidas,25,16,Argentina,Tottenham
,Moussa,Sissoko,C,16/08/1989,,32,9,Francia,Tottenham
,Dele,Alli,C,11/04/1996,Adidas,25,19,Inghilterra,Tottenham
,Heung-min,Son,A,08/07/1992,Adidas,29,45,Corea del Sud,Tottenham
,Gareth,Bale,A,16/07/1989,Adidas,32,10,Galles,Tottenham
,Harry,Kane,A,28/07/1993,Adidas,28,60,Inghilterra,Tottenham
