,Markus,Thuram,A,1997-08-06,Nike,24,17,Francia,Borussia Monchengladbach
,Lars,Stindl,A,1988-08-26,,33,11,Germania,Borussia Monchengladbach
,Kevin,Trapp,P,1990-07-08,,31,8,Germania,Eintracht Francoforte
,Frederik,Ronnow,P,1992-08-04,,29,3,Danimarca,Eintracht Francoforte
,David,Abraham,D,1986-07-15,,35,4,Danimarca,Eintracht Francoforte
,Timothy,Chandler,D,1990-03-29,,31,4,Stati Uniti,Eintracht Francoforte
,Danny,Da Costa,D,1993-07-13,,28,3,Germania,Eintracht Francoforte
,Martin,Hinteregger,D,1992-09-07,,29,3,Austria,Eintracht Francoforte
,Gelson,Fernandes,C,1986-09-02,,35,2,Svizzera,Eintracht Francoforte
,Daichi,Kamada,C,1996-08-05,,25,7,Giappone,Eintracht Francoforte
,Sebastian,Rode,C,1990-10-11,,31,9,Germania,Eintracht Francoforte
,Djibril,Sow,C,1997-02-06,,24,7,Svizzera,Eintracht Francoforte
,Andre,Silva,A,1995-11-06,Nike,26,22,Portogallo,Eintracht Francoforte
,Bas,Dost,A,1989-05-31,,32,10,Olanda,Eintracht Francoforte
,Peter,Gulacsi,P,1990-05-06,,31,7,Ungheria,Lipsia
,Yvon,Mvogo,P,1994-06-06,,27,2,Svizzera,Lipsia
,Marcel,Halstenberg,D,1991-09-27,,30,4,Germania,Lipsia
,Lukas,Klostermann,D,1996-06-03,,25,9,Germania,Lipsia
,Nordi,Mukiele,D,1997-11-01,,24,9,Francia,Lipsia
,Dayot,Upamecano,D,1998-10-27,Adidas,23,26,Francia,Lipsia
,Emil,Forsberg,C,1991-10-23,,30,13,Svezia,Lipsia
,Kevin,Kampl,C,1990-10-09,,31,15,Slovenia,Lipsia
,Konrad,Laimer,C,1997-05-27,,24,9,Austria,Lipsia
,Christopher,Nkunku,C,1997-11-14,Nike,24,14,Francia,Lipsia
,Patrik,Schick,A,1996-01-24,Nike,25,18,Repubblica Ceca,Lipsia
,Yussuf,Poulsen,A,1994-06-15,,27,13,Danimarca,Lipsia
,Alexander,Nubel,P,1996-09-30,,25,7,Germania,Schalke 04
,Marcus,Schubert,P,1998-06-12,,23,7,Germania,Schalke 04
,Ozan,Kabak,D,2000-03-25,,21,8,Turchia,Schalke 04
,Jonjoe,Kenny,D,1997-03-15,,24,9,Inghilterra,Schalke 04
,Salif,Sane',D,1990-08-25,,31,8,Ghana,Schalke 04
,Bastian,Oczipka,D,1989-01-12,,32,8,Germania,Schalke 04
,Daniel,Caligiuri,C,1988-01-15,,33,8,Germania,Schalke 04
,Amine,Harit,C,1997-06-18,,24,10,Marocco,Schalke 04
,Omar,Mascarell,C,1993-02-02,,28,9,Spagna,Schalke 04
,Benito,Raman,C,1994-11-07,,27,8,Spagna,Schalke 04
,Ahmed,Kutucu,A,2000-03-01,,21,12,Turco,Schalke 04
,Guido,Burgstaller,A,1989-04-29,,32,12,Austria,Schalke 04
,Koen,Casteels,P,1992-06-25,,29,9,Belgio,Wolfsburg
,Pavao,Pervan,P,1987-11-13,,33,3,Austria,Wolfsburg
,John,Brooks,D,1993-01-28,,28,9,Stati Uniti,Wolfsburg
,Robin,Knoche,D,1992-05-22,,29,8,Germania,Wolfsburg
,Kevin,Mbabu,D,1995-04-19,,26,8,Germania,Wolfsburg
,Jerome,Roussillon,D,1993-01-06,,28,6,Francia,Wolfsburg
,Maximilian,Arnold,C,1994-05-27,Nike,27,11,Germania,Wolfsburg
,Josip,Brekalo,C,1998-06-23,,23,12,Croazia,Wolfsburg
,Josua,Guilavogui,C,1990-09-19,,31,8,Francia,Wolfsburg
,Felix,Klaus,C,1992-09-13,,29,7,Germania,Wolfsburg
,Wout,Weghorst,A,1992-08-07,,29,16,Germania,Wolfsburg
,Santos,Joao,A,1994-03-27,,27,11,Germania,Wolfsburg
,Mike,Maignan,P,1995-07-03,,26,10,Francia,Lille
,Orestis,Karnezis,P,1985-07-11,,36,1,Grecia,Lille
,Sven,Botman,D,2000-01-12,,21,13,Olanda,Lille
,Tiago,Djaló,D,2000-04-09,,21,3,Portogallo,Lille
,Domagoj,Bradaric,D,1999-12-10,,22,4,Croazia,Lille
,Zeki,Celik,D,1997-02-17,,24,11,Turchia,Lille
,Boubakary,Soumaré,C,1999-02-27,,22,13,Francia,Lille
,Renato,Sanches,C,1997-08-18,Adidas,24,15,Portogallo,Lille
,Benjamin,André,C,1990-08-03,,31,8,Francia,Lille
,Xeka,,C,1994-11-10,,27,4,Portogallo,Lille
,Jonathan,Bamba,A,1996-03-26,,25,14,Francia,Lille
,Jonathan,David,A,2000-01-14,,21,16,Canada,Lille
,Anthony,Lopes,P,1990-10-01,,31,10,Portogallo,Lione
,Julian,Pollersbeck,P,1994-08-16,,27,1,Germania,Lione
,Jason,Denayer,D,1995-06-28,,26,12,Belgio,Lione
,Sinaly,Diomandé,D,2001-04-09,,20,2,Costa d'Avorio,Lione
,Marcelo,,D,1987-05-20,,34,2,Brasile,Lione
,Maxwel,Cornet,D,1996-09-27,,25,7,Costa d'Avorio,Lione
,Thiago,Mendes,C,1992-03-15,,29,10,Brasile,Lione
,Houssem,Aouar,C,1998-06-30,Adidas,23,27,Francia,Lione
,Bruno,Guimarães,C,1997-11-16,,24,15,Brasile,Lione
,Lucas,Paquetá,C,1997-08-27,,24,14,Brasile,Lione
,Memphis,Depay,A,1994-02-13,,27,24,Olanda,Lione
,Karl,Ekambi,A,1992-09-14,,29,9,Camerun,Lione
,Steve,Mandanda,P,1985-03-28,,36,1,Francia,Marsiglia
,Yohann,Pelé,P,1982-11-04,,39,1,Francia,Marsiglia
,Duje,Caleta-Car,D,1996-09-17,,25,12,Croazia,Marsiglia
,Leonardo,Balerdi,D,1999-01-26,,22,4,Argentina,Marsiglia
,Álvaro,González,D,1990-01-08,,31,4,Spagna,Marsiglia
,Jordan,Amavi,D,1994-03-09,,27,5,Francia,Marsiglia
,Boubacar,Kamara,C,1999-11-23,,22,18,Francia,Marsiglia
,Pape,Gueye,C,1999-01-24,,22,5,Francia,Marsiglia
,Valentin,Rongier,C,1994-12-07,,27,10,Francia,Marsiglia
,Michaël,Cuisance,C,1999-08-16,,22,6,Francia,Marsiglia
,Florian,Thauvin,A,1993-01-26,,28,17,Francia,Marsiglia
,Arkadiusz,Milik,A,1994-02-28,,27,12,Francia,Marsiglia
,Benjamin,Lecomte,P,1991-04-26,,30,6,Francia,Monaco
,Radoslaw,Majecki,P,1999-11-16,,22,3,Polonia,Monaco
,Benoît,Badiashile,D,2001-03-26,,20,14,Francia,Monaco
,Axel,Disasi,D,1998-03-11,,23,12,Francia,Monaco
,Chrislain,Matsima,D,2002-05-15,,19,3,Francia,Monaco
,Ruben,Aguilar,D,1993-04-26,,28,6,Francia,Monaco
,Aurélien,Tchouaméni,C,2000-01-27,,21,10,Francia,Monaco
,Youssouf,Fofana,C,1999-01-10,,22,10,Francia,Monaco
,Cesc,Fàbregas,C,1987-05-04,Adidas,34,4,Spagna,Monaco
,Gelson,Martins,A,1995-05-11,,26,12,Portogallo,Monaco
,Wissam,Ben Yedder,A,1990-08-12,Adidas,31,23,Francia,Monaco
,Kevin,Volland,A,1992-07-30,,29,15,Germania,Monaco
,Walter,Benítez,P,1993-01-19,,28,6,Argentina,Nizza
,Yoan,Cardinale,P,1994-03-27,,27,1,Francia,Nizza
,William,Saliba,D,2001-03-24,,20,9,Francia,Nizza
,Jean-Clair,Todibo,D,1999-12-30,,22,7,Francia,Nizza
,Robson,Bambu,D,1997-11-12,,24,3,Brasile,Nizza
,Andy,Pelmard,D,2000-03-12,,21,3,Francia,Nizza
,Morgan,Schneiderlin,C,1989-11-08,,32,5,Francia,Nizza
,Danilo,,C,1996-02-28,,25,4,Brasile,Nizza
,Khéphren,Thuram,C,2001-03-26,,20,4,Francia,Nizza
,Jeff,Reine-Adélaïde,C,1998-01-17,,23,14,Francia,Nizza
,Alexis,Trouillet,C,2000-12-23,,21,1,Francia,Nizza
,Kasper,Dolberg,A,1997-10-06,Nike,24,13,Danimarca,Nizza
,Amine,Gouiri,A,2000-02-16,,21,12,Francia,Nizza
,Keylor,Navas,P,1986-12-15,,35,6,Costarica,PSG
,Sergio,Rico,P,1993-09-01,,28,4,Spagna,PSG
,Marquinhos,,D,1994-05-14,Adidas,37,35,Brasile,PSG
,Presnel,Kimpembe,D,1995-08-13,Adidas,26,22,Francia,PSG
,Thilo,Kehrer,D,1996-09-21,,25,13,Germania,PSG
,Layvin,Kurzawa,D,1992-09-04,,29,7,Francia,PSG
,Leandro,Paredes,C,1994-06-29,,27,12,Argentina,PSG
,Marco,Verratti,C,1992-11-05,Nike,29,34,Italia,PSG
,Rafinha,,C,1993-02-12,,28,8,Brasile,PSG
